,,,,MB-clonallines-nla-karyo-plate2c6_131,MB-clonallines-nla-karyo-plate2c6_129,MB-clonallines-nla-karyo-plate2c6_135,MB-clonallines-nla-karyo-plate2c6_127,MB-clonallines-nla-karyo-plate2c6_121,MB-clonallines-nla-karyo-plate2c6_125,MB-clonallines-nla-karyo-plate2c6_133,MB-clonallines-nla-karyo-plate2c6_123,MB-clonallines-nla-karyo-plate2c6_228,MB-clonallines-nla-karyo-plate2c6_75,MB-clonallines-nla-karyo-plate2c6_106,MB-clonallines-nla-karyo-plate2c6_38,MB-clonallines-nla-karyo-plate2c6_254,MB-clonallines-nla-karyo-plate2c6_26,MB-clonallines-nla-karyo-plate2c6_73,MB-clonallines-nla-karyo-plate2c6_99,MB-clonallines-nla-karyo-plate2c6_77,MB-clonallines-nla-karyo-plate2c6_252,MB-clonallines-nla-karyo-plate2c6_102,MB-clonallines-nla-karyo-plate2c6_108,MB-clonallines-nla-karyo-plate2c6_145,MB-clonallines-nla-karyo-plate2c6_104,MB-clonallines-nla-karyo-plate2c6_166,MB-clonallines-nla-karyo-plate2c6_245,MB-clonallines-nla-karyo-plate2c6_230,MB-clonallines-nla-karyo-plate2c6_96,MB-clonallines-nla-karyo-plate2c6_132,MB-clonallines-nla-karyo-plate2c6_155,MB-clonallines-nla-karyo-plate2c6_182,MB-clonallines-nla-karyo-plate2c6_103,MB-clonallines-nla-karyo-plate2c6_109,MB-clonallines-nla-karyo-plate2c6_74,MB-clonallines-nla-karyo-plate2c6_83,MB-clonallines-nla-karyo-plate2c6_149,MB-clonallines-nla-karyo-plate2c6_120,MB-clonallines-nla-karyo-plate2c6_130,MB-clonallines-nla-karyo-plate2c6_159,MB-clonallines-nla-karyo-plate2c6_12,MB-clonallines-nla-karyo-plate2c6_134,MB-clonallines-nla-karyo-plate2c6_97,MB-clonallines-nla-karyo-plate2c6_81,MB-clonallines-nla-karyo-plate2c6_126,MB-clonallines-nla-karyo-plate2c6_147,MB-clonallines-nla-karyo-plate2c6_76,MB-clonallines-nla-karyo-plate2c6_79,MB-clonallines-nla-karyo-plate2c6_36,MB-clonallines-nla-karyo-plate2c6_111,MB-clonallines-nla-karyo-plate2c6_157,MB-clonallines-nla-karyo-plate2c6_98,MB-clonallines-nla-karyo-plate2c6_101,MB-clonallines-nla-karyo-plate2c6_58,MB-clonallines-nla-karyo-plate2c6_56,MB-clonallines-nla-karyo-plate2c6_87,MB-clonallines-nla-karyo-plate2c6_34,MB-clonallines-nla-karyo-plate2c6_151,MB-clonallines-nla-karyo-plate2c6_100,MB-clonallines-nla-karyo-plate2c6_110,MB-clonallines-nla-karyo-plate2c6_37,MB-clonallines-nla-karyo-plate2c6_15,MB-clonallines-nla-karyo-plate2c6_122,MB-clonallines-nla-karyo-plate2c6_168,MB-clonallines-nla-karyo-plate2c6_5,MB-clonallines-nla-karyo-plate2c6_24,MB-clonallines-nla-karyo-plate2c6_1,MB-clonallines-nla-karyo-plate2c6_153,MB-clonallines-nla-karyo-plate2c6_154,MB-clonallines-nla-karyo-plate2c6_82,MB-clonallines-nla-karyo-plate2c6_3,MB-clonallines-nla-karyo-plate2c6_85,MB-clonallines-nla-karyo-plate2c6_9,MB-clonallines-nla-karyo-plate2c6_10,MB-clonallines-nla-karyo-plate2c6_128,MB-clonallines-nla-karyo-plate2c6_105,MB-clonallines-nla-karyo-plate2c6_28,MB-clonallines-nla-karyo-plate2c6_144,MB-clonallines-nla-karyo-plate2c6_52,MB-clonallines-nla-karyo-plate2c6_54,MB-clonallines-nla-karyo-plate2c6_78,MB-clonallines-nla-karyo-plate2c6_13,MB-clonallines-nla-karyo-plate2c6_11,MB-clonallines-nla-karyo-plate2c6_50,MB-clonallines-nla-karyo-plate2c6_32,MB-clonallines-nla-karyo-plate2c6_30,MB-clonallines-nla-karyo-plate2c6_124,MB-clonallines-nla-karyo-plate2c6_80,MB-clonallines-nla-karyo-plate2c6_146,MB-clonallines-nla-karyo-plate2c6_14,MB-clonallines-nla-karyo-plate2c6_8,MB-clonallines-nla-karyo-plate2c6_2,MB-clonallines-nla-karyo-plate2c6_150,MB-clonallines-nla-karyo-plate2c6_170,MB-clonallines-nla-karyo-plate2c6_48,MB-clonallines-nla-karyo-plate2c6_35
None,6,44750000,45000000,39.0,12.0,30.0,58.0,14.0,38.0,29.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,44750000,45000000,8.0,2.0,2.0,,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,45000000,45250000,29.0,6.0,27.0,35.0,21.0,10.0,39.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,45000000,45250000,4.0,,2.0,6.0,6.0,8.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,45250000,45500000,43.0,9.0,24.0,38.0,15.0,35.0,39.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,45500000,45750000,52.0,9.0,32.0,53.0,28.0,38.0,36.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,45750000,46000000,57.0,8.0,13.0,41.0,18.0,34.0,42.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,46000000,46250000,63.0,3.0,42.0,49.0,16.0,37.0,34.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,46250000,46500000,56.0,16.0,24.0,72.0,30.0,43.0,51.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,46500000,46750000,74.0,10.0,24.0,48.0,32.0,33.0,33.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,46750000,47000000,82.0,9.0,55.0,47.0,34.0,38.0,56.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,47000000,47250000,58.0,10.0,14.0,52.0,23.0,38.0,27.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,47250000,47500000,84.0,7.0,32.0,87.0,32.0,61.0,76.0,12.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,47500000,47750000,55.0,8.0,29.0,34.0,22.0,29.0,36.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,47750000,48000000,82.0,11.0,48.0,41.0,32.0,42.0,64.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,48000000,48250000,88.0,16.0,39.0,64.0,27.0,45.0,67.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,48250000,48500000,62.0,10.0,26.0,45.0,12.0,30.0,51.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,48500000,48750000,96.0,12.0,44.0,51.0,41.0,44.0,76.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,53000000,53250000,69.0,12.0,45.0,38.0,34.0,46.0,67.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,48750000,49000000,84.0,18.0,55.0,54.0,30.0,43.0,51.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,49000000,49250000,106.0,14.0,63.0,62.0,43.0,60.0,63.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,49250000,49500000,74.0,11.0,24.0,60.0,37.0,33.0,64.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,49500000,49750000,108.0,19.0,29.0,71.0,34.0,56.0,66.0,16.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,49750000,50000000,24.0,2.0,14.0,14.0,18.0,20.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,49750000,50000000,54.0,11.0,24.0,30.0,32.0,41.0,46.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,50000000,50250000,60.0,15.0,37.0,53.0,37.0,65.0,56.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,50000000,50250000,18.0,4.0,14.0,20.0,14.0,10.0,26.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,50250000,50500000,59.0,12.0,21.0,42.0,32.0,32.0,67.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,50250000,50500000,34.0,6.0,12.0,10.0,14.0,10.0,26.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,50500000,50750000,34.0,4.0,16.0,51.0,16.0,28.0,29.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,50750000,51000000,40.0,2.0,12.0,28.0,20.0,16.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,50750000,51000000,47.0,8.0,25.0,43.0,23.0,25.0,45.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,51000000,51250000,20.0,2.0,8.0,8.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,51000000,51250000,56.0,19.0,28.0,37.0,33.0,31.0,41.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,6,51000000,51250000,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,51250000,51500000,8.0,2.0,2.0,4.0,2.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,51250000,51500000,65.0,15.0,34.0,44.0,39.0,40.0,67.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,51500000,51750000,89.0,11.0,50.0,78.0,44.0,48.0,68.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,6,51500000,51750000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,51500000,51750000,8.0,,,,2.0,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,51750000,52000000,106.0,10.0,36.0,53.0,59.0,56.0,89.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,52000000,52250000,79.0,9.0,44.0,73.0,33.0,41.0,59.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,52000000,52250000,16.0,,12.0,8.0,8.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,52250000,52500000,84.0,12.0,43.0,45.0,49.0,57.0,86.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,52250000,52500000,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,52500000,52750000,119.0,10.0,34.0,77.0,55.0,67.0,92.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,52750000,53000000,98.0,5.0,58.0,65.0,52.0,46.0,59.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,53000000,53250000,4.0,2.0,6.0,4.0,6.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,53250000,53500000,65.0,12.0,26.0,59.0,35.0,33.0,41.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,53250000,53500000,28.0,6.0,8.0,12.0,4.0,12.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,133750000,134000000,47.0,4.0,20.0,30.0,12.0,38.0,33.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,53500000,53750000,69.0,14.0,27.0,51.0,20.0,36.0,54.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,53500000,53750000,12.0,2.0,8.0,6.0,4.0,4.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,53750000,54000000,69.0,20.0,25.0,52.0,37.0,34.0,56.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,53750000,54000000,16.0,2.0,12.0,16.0,14.0,14.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,54000000,54250000,46.0,12.0,22.0,32.0,14.0,24.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,54000000,54250000,33.0,8.0,33.0,43.0,22.0,24.0,54.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,54250000,54500000,14.0,,6.0,18.0,10.0,18.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,54250000,54500000,80.0,11.0,26.0,49.0,40.0,43.0,57.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,54500000,54750000,68.0,10.0,40.0,79.0,41.0,34.0,49.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,54500000,54750000,10.0,4.0,10.0,14.0,4.0,10.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,54750000,55000000,12.0,4.0,2.0,10.0,4.0,8.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,54750000,55000000,59.0,18.0,50.0,45.0,30.0,46.0,56.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,55000000,55250000,20.0,4.0,8.0,8.0,10.0,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,55000000,55250000,52.0,16.0,36.0,42.0,17.0,51.0,50.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,55250000,55500000,79.0,5.0,14.0,44.0,34.0,32.0,55.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,55250000,55500000,12.0,6.0,4.0,16.0,12.0,16.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,55500000,55750000,56.0,4.0,34.0,34.0,22.0,38.0,32.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,55500000,55750000,38.0,2.0,15.0,27.0,9.0,22.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,55750000,56000000,56.0,16.0,18.0,34.0,18.0,26.0,52.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,55750000,56000000,22.0,2.0,9.0,21.0,6.0,13.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,56000000,56250000,52.0,14.0,22.0,34.0,30.0,36.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,56000000,56250000,10.0,2.0,5.0,19.0,4.0,14.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,56250000,56500000,48.0,8.0,24.0,40.0,40.0,24.0,42.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,56250000,56500000,23.0,3.0,8.0,10.0,11.0,9.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,56500000,56750000,54.0,8.0,21.0,44.0,16.0,26.0,42.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,56500000,56750000,25.0,7.0,21.0,22.0,23.0,22.0,33.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,6,56500000,56750000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,56750000,57000000,19.0,7.0,9.0,22.0,8.0,17.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,57000000,57250000,26.0,4.0,16.0,20.0,12.0,12.0,17.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,57000000,57250000,22.0,,12.0,16.0,6.0,8.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,57250000,57500000,20.0,2.0,2.0,18.0,6.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,57250000,57500000,10.0,2.0,4.0,6.0,8.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,57500000,57750000,42.0,8.0,24.0,38.0,20.0,24.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,57500000,57750000,7.0,4.0,8.0,14.0,8.0,7.0,19.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,6,57750000,58000000,18.0,6.0,4.0,16.0,8.0,8.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,57750000,58000000,24.0,6.0,14.0,16.0,7.0,17.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,58000000,58250000,38.0,2.0,6.0,25.0,9.0,20.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,58250000,58500000,22.0,9.0,2.0,15.0,6.0,20.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,6,58500000,58750000,32.0,8.0,28.0,52.0,29.0,20.0,32.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
